module_id,module_name,status,elapsed_seconds
M1_ingestion,M1 INGESTION,SUCCESS,1.4728
M2_baseline,M2 BASELINE,SUCCESS,0.7374
M3_attack_engine,M3 ATTACK ENGINE,SUCCESS,6.6559
M5_vulnerability_analysis,M5 VULNERABILITY ANALYSIS,SUCCESS,0.1022
M7_hardening,M7 HARDENING,SUCCESS,6.3735
M8_retest,M8 RETEST,SUCCESS,1.207

TOTAL,AdverScan [full],SUCCESS,0.0
